"AgencyID","DBA","Address","City","County","Zip","Agency Phone","Wholesale","Warehouse","Order Day","Week","Delivery Day","Primary Contact","Primary Contact Phone"
"40831","Didi's Beverage","5614 Youngstown Warren Rd","Niles","Trumbull County","44446","330-652-4300","Yes","GRN","Thursday","Weekly","Tuesday","Nilkanth Patel","267-467-3583"
"40833","Giant Eagle","2700 Mahoning Ave","Warren","Trumbull County","44483","330-399-4196","Yes","GRN","Thursday","Weekly","Tuesday","Satara Ricardson","330-774-6968"
"40836","ACME","3979 Medina Rd","Akron","Summit County","44333","330-666-6781","-","GRN","Monday","Weekly","Thursday","Mike Zita","330-666-6781"
"40837","Buehler's Milltown","3540 Burbank Rd","Wooster","Wayne County","44691","330-345-5908","Yes","GRN","Thursday","Weekly","Tuesday","michele muraviov","330-641-0562"
"40838","Gary's Drive Thru","331 W High St","Orrville","Wayne County","44667","330-683-1528","Yes","GRN","Monday","Weekly","Thursday","Brittany Defibaugh","330-749-3804"
"40839","Giant Eagle","608 Raff Rd SW","Canton","Stark County","44710","330-454-5758","Yes","GRN","Friday","Weekly","Wednesday","Deborah Smith","330-209-1433"
"40840","Wine Cellar","105 S Meridian Rd","Youngstown","Mahoning County","44509","3307927176","-","GRN","Monday","Weekly","Thursday","nicholas Nassif","216-973-4191"
"40841","Navarre Drive Thru & Party Store","708 N Main St","Navarre","Stark County","44662","330-879-2339","Yes","GRN","Thursday","Weekly","Tuesday","Dan Greenwell",""
"40842","Giant Eagle","3130 Center Rd","Youngstown","Mahoning County","44514","330-757-3735","-","GRN","Tuesday","Weekly","Friday","Alice Holland","330-429-5137"
"40843","ACME","1474 N Main St","North Canton","Stark County","44720","330-497-0718","-","GRN","Wednesday","Weekly","Monday","Julie Frye","330-497-0718"
"40844","Giant Eagle","41 5th St SE","Barberton","Summit County","44203","330-745-2869","Yes","GRN","Monday","Weekly","Thursday","Nick Sheppard","330-906-0181"
"40845","Giant Eagle Market District","2687 State Rd","Cuyahoga Falls","Summit County","44223","330-928-6606","Yes","GRN","Friday","Weekly","Wednesday","Michelle Brubaker","330-310-1965"
"40846","Country Market","380 E South St","Akron","Summit County","44311","330-434-4923","-","GRN","Wednesday","Weekly","Monday","Arpita Patel","609-592-3925"
"40847","Dave's Supermarket","3565 Ridge Rd","Cleveland","Cuyahoga County","44102","216-961-2000","-","GRN","Monday","Weekly","Thursday","David Guzzi","216-763-3199"
"40848","Giant Eagle","4428 Broadview Rd","Richfield","Summit County","44286","330-659-6134","-","GRN","Friday","Weekly","Wednesday","Kevin Sommer","330-659-6134"
"40849","Giant Eagle","2032 Lincoln Way E","Massillon","Stark County","44646","330-833-2493","Yes","GRN","Friday","Weekly","Wednesday","Aimee Lovell","330-833-2733"
"40850","Cork and Brew","349 W Market St","Akron","Summit County","44303","330-761-2000","Yes","GRN","Wednesday","Weekly","Monday","Krupesh Patel","440-840-4078"
"40851","Giant Eagle","48 Vienna Ave","Niles","Trumbull County","44446","330-505-6318","Yes","GRN","Tuesday","Weekly","Friday","Mike Lewis","330-766-6486"
"40852","ACME","2630 Bailey Rd","Cuyahoga Falls","Summit County","44221","330-923-1417","-","GRN","Monday","Weekly","Thursday","Jim Renick","330-923-1417"
"40853","Save-A-Lot","653 Gypsy Ln","Youngstown","Mahoning County","44505","330-743-3746","Yes","GRN","Monday","Weekly","Thursday","Heather Schrecengost","330-974-3123"
"40854","Top Shelf Liquor","773 McCartney Rd","Youngstown","Mahoning County","44505","330-746-8556","Yes","GRN","Monday","Weekly","Thursday","Chirag Patel","951-462-6587"
"40855","A & C Southway Beverage","45 South Ave","Youngstown","Mahoning County","44503","330-788-0686","Yes","GRN","Monday","Weekly","Thursday","Carol Franceschelli","330-360-2733"
"40856","Chagrin Valley Beverage","4620 Richmond Rd","Warrensville Heights","Cuyahoga County","44128","216-342-5753","Yes","GRN","Tuesday","Weekly","Friday","Gopal Patel","216-513-8004"
"40858","World Wines And Liquor","10275 Northfield Rd","Northfield","Summit County","44067","330-467-1584","Yes","GRN","Thursday","Weekly","Tuesday","Sukhjit Khaira",""
"40859","Aurora Spirits","312 Aurora Commons Cir","Aurora","Portage County","44202","330-562-6642","Yes","GRN","Tuesday","Weekly","Friday","Scott Kennedy","216-990-4788"
"40862","Giant Eagle","4260 OH-44","Rootstown","Portage County","44272","330-325-7965","-","GRN","Tuesday","Weekly","Friday","Ken Messner","330-524-0081"
"40863","Giant Eagle","8202 E Market St","Warren","Trumbull County","44484","330-856-1521","Yes","GRN","Friday","Weekly","Wednesday","Greg Kostyo","330-766-1064"
"40864","Mini Mart Foods","2085 Locust St","Canal Fulton","Stark County","44614","330-854-4868","-","GRN","Thursday","Weekly","Tuesday","Durgesh Parbhoo",""
"40865","Green Road Liquor","2181 S Green Rd","University Heights","Cuyahoga County","44121","216-331-0008","Yes","GRN","Tuesday","Weekly","Friday","Raed Fanous",""
"40866","Giant Eagle","525 E Main St","Canfield","Mahoning County","44406","330-702-1317","-","GRN","Wednesday","Weekly","Monday","Patrick Donaldson","330-702-0522"
"40867","Tony's Wine Barrel","1532 Home Ave","Akron","Summit County","44310","330-633-1330","Yes","GRN","Friday","Weekly","Wednesday","Tony Nassif",""
"40869","One Stop Liquor","1400 S Arlington St","Akron","Summit County","44306","330-724-0299","-","GRN","Friday","Weekly","Wednesday","Hitesh Patel","609-892-4842"
"40870","ACME","116 W Streetsboro St","Hudson","Summit County","44236","330-650-0465","Yes","GRN","Wednesday","Weekly","Monday","Joan Bahmer","330-650-0465"
"40872","ACME","2420 Wedgewood Dr","Akron","Summit County","44312","330-784-5411","-","GRN","Thursday","Weekly","Tuesday","Ronald Varga","330-784-5411"
"40873","Corkscrew Johnny's","2542 Brecksville Rd","Richfield","Summit County","44286","330-659-4447","Yes","GRN","Thursday","Weekly","Tuesday","Jonathan Kerkian",""
"40874","Chalet Premier","10000 Market St","North Lima","Mahoning County","44452","330-549-5228","Yes","GRN","Thursday","Weekly","Tuesday","Jason Fithian","330-727-1278"
"40877","That's The Spirit","8039 State St","Garrettsville","Portage County","44231","330-527-7044","-","GRN","Thursday","Weekly","Tuesday","Chad Dostal","330-608-9201"
"40879","ACME","1709 OH-59","Kent","Portage County","44240","330-678-1535","-","GRN","Tuesday","Weekly","Friday","Amanda Klingler","330-678-1535"
"40880","Leprechaun Party House","2707 Manchester Rd","Akron","Summit County","44319","330-753-5200","Yes","GRN","Monday","Weekly","Thursday","Karran Jaikissoon",""
"40882","ACME","2905 Whipple Ave NW","Canton","Stark County","44708","330-478-2571","-","GRN","Friday","Weekly","Wednesday","Cindy Kuemerle","330-478-2571"
"40883","Giant Eagle","1280 OH-303","Streetsboro","Portage County","44241","330-626-1085","-","GRN","Tuesday","Weekly","Friday","Joshua Etela","330-468-0100"
"40884","Giant Eagle","476 Boardman-Canfield Rd","Youngstown","Mahoning County","44512","330-758-3767","-","GRN","Monday","Weekly","Thursday","Joshua Rice","330-758-3767"
"40886","Town Centre Liquor Lottery Beverage","816 N State St","Girard","Trumbull County","44420","330-545-9373","Yes","GRN","Friday","Weekly","Wednesday","sunny patel","215-391-9002"
"40887","Devine Shop N Save","529 N Main St","Hubbard","Trumbull County","44425","330-534-4810","Yes","GRN","Monday","Weekly","Thursday","Dave Gallaugher","330-240-8643"
"40888","Giant Eagle","909 E Main St","Ravenna","Portage County","44266","330-296-2335","Yes","GRN","Wednesday","Weekly","Monday","Ken Messner","330-524-0081"
"40889","Giant Eagle","1201 Doral Dr","Youngstown","Mahoning County","44514","330-729-9479","Yes","GRN","Tuesday","Weekly","Friday","Jeff Kollat","330-502-1966"
"40890","Giant Eagle","1800 W State St","Alliance","Stark County","44601","330-821-9015","Yes","GRN","Wednesday","Weekly","Monday","John Koontz","330-415-1187"
"40893","Lakemore Wine & Liquor","1500 Canton Rd","Akron","Summit County","44312","330-784-1727","Yes","GRN","Wednesday","Weekly","Monday","Cody Ramnarine","330-323-0420"
"40894","BK Beverage","42 W Main St","Salineville","Columbiana County","43945","330-679-0212","-","GRN","Monday","Weekly","Thursday","Rebecca Melhorn","330-831-9090"
"40896","Rittman Beverage Center","163 E Ohio Ave","Rittman","Wayne County","44270","330-925-8831","Yes","GRN","Monday","Weekly","Thursday","Rupen Patel","347-393-0442"
"40897","Maple Valley Wine & Spirits","1414 Copley Rd","Akron","Summit County","44320","330-836-8139","Yes","GRN","Monday","Weekly","Thursday","Barrat Ramnarine","330-323-0420"
"40898","ACME","600 South Ave","Tallmadge","Summit County","44278","330-633-0008","-","GRN","Tuesday","Weekly","Friday","Alex Flynt","330-633-0008"
"40899","Giant Eagle","2061 Elm Rd","Warren","Trumbull County","44483","330-372-6020","-","GRN","Tuesday","Weekly","Friday","Theola Gray","330-984-7180"
"40900","Giant Eagle","24601 Chagrin Blvd","Beachwood","Cuyahoga County","44122","216-831-3535","-","GRN","Wednesday","Weekly","Monday","Patrick Riedy","216-308-0914"
"40901","Quick State Liquor Agency","5945 Smith Rd","Brook Park","Cuyahoga County","44142","216-676-6346","Yes","GRN","Wednesday","Weekly","Monday","Rahul Patel","216-798-3505"
"40902","Giant Eagle","5231 Detroit Rd","Sheffield Lake","Lorain County","44054","440-934-4680","Yes","GRN","Friday","Weekly","Wednesday","Dashawn Felder","440-787-6024"
"40903","Collinwood Beverage","16208 St Clair Ave.","Cleveland","Cuyahoga County","44110","216-486-9794","-","GRN","Tuesday","Weekly","Friday","Chaundria Mitchell","216-571-6448"
"40904","Giant Eagle","5321 Warrensville Center Rd","Maple Heights","Cuyahoga County","44137","216-714-7700","-","GRN","Friday","Weekly","Wednesday","Aaron Cole","216-340-4824"
"40905","World Wines And Liquor","8760 Mentor Ave","Mentor","Lake County","44060","440-255-1311","Yes","GRN","Thursday","Weekly","Tuesday","colleen misconish","440-477-0190"
"40906","Giant Eagle Market District","30275 Detroit Rd","Westlake","Cuyahoga County","44145","440-892-2110","Yes","GRN","Tuesday","Weekly","Friday","Sarita Lewis","440-892-2110"
"40907","Quick Stop","26193 Euclid Ave","Euclid","Cuyahoga County","44132","216-261-6677","Yes","GRN","Thursday","Weekly","Tuesday","Vijay Patel","330-990-9181"
"40908","Shop N Go","25480 Aurora Rd","Bedford Heights","Cuyahoga County","44146","440-786-1022","-","GRN","Tuesday","Weekly","Friday","JACKIE PORTZER","440-786-1022"
"40909","Ross Wine And Liquor","27313 Wolf Rd","Bay Village","Cuyahoga County","44140","440-892-4726","Yes","GRN","Thursday","Weekly","Tuesday","Yogesh Patel","216-408-0950"
"40910","Shore Center Beverage & Liquor","22808 Lakeshore Blvd","Cleveland","Cuyahoga County","44123","216-731-6886","Yes","GRN","Monday","Weekly","Thursday","Pruthvesh Patel","216-502-9900"
"40912","Wines For You","7344 Mentor Ave","Mentor","Lake County","44060","440-946-1420","Yes","GRN","Thursday","Weekly","Tuesday","Kirit Kasabwala",""
"40913","Giant Eagle","3440 Center Rd","Brunswick","Medina County","44212","330-220-7778","Yes","GRN","Wednesday","Weekly","Monday","michael Schneider","330-220-7778"
"40914","Dave's Market","1940 Lee Rd","Cleveland Heights","Cuyahoga County","44118","216-321-7917","Yes","GRN","Wednesday","Weekly","Monday","Patrick Sullivan","216-321-7917"
"40915","Dave's Supermarket","3628 Mayfield Rd","Cleveland Heights","Cuyahoga County","44118","216-291-2300","-","GRN","Wednesday","Weekly","Monday","Daniece Payne","216-291-2300"
"40916","Giant Eagle","320 Market Dr","Elyria","Lorain County","44035","440-324-5148","Yes","GRN","Thursday","Weekly","Tuesday","Gregory Owens","440-864-6119"
"40917","Minotti's Wine and Spirits","20550 Lorain Rd","Fairview Park","Cuyahoga County","44126","440-333-0057","Yes","GRN","Wednesday","Weekly","Monday","Zak Kirkwood","440-821-2519"
"40918","Giant Eagle","34325 Center Ridge Rd","North Ridgeville","Lorain County","44039","440-327-3730","Yes","GRN","Thursday","Weekly","Tuesday","Heather Collins","440-327-3730"
"40919","Chagrin Wine & Beverage Co","16814 Chagrin Blvd","Shaker Heights","Cuyahoga County","44120","216-991-4400","Yes","GRN","Wednesday","Weekly","Monday","ALEX PATEL","440-590-6768"
"40920","Dave's Supermarket","2700 Carroll Ave","Cleveland","Cuyahoga County","44113","216-274-2940","-","GRN","Thursday","Weekly","Tuesday","David Guzzi","216-763-3199"
"40921","Giant Eagle","36475 Euclid Ave","Willoughby","Lake County","44094","440-527-7718","Yes","GRN","Wednesday","Weekly","Monday","Andrea Haller-DeCapua",""
"40922","Tony's Market","3114 Clark Ave","Cleveland","Cuyahoga County","44109","216-651-5700","-","GRN","Wednesday","Weekly","Monday","Chetankumar Patel",""
"40923","Buehler's","3626 Medina Rd","Medina","Medina County","44256","330-725-5000","-","GRN","Monday","Weekly","Thursday","Tynisha Barney","216-926-7324"
"40924","Wine Reserve","16785 Chillicothe Rd","Chagrin Falls","Geauga County","44023","440-543-3339","-","GRN","Friday","Weekly","Wednesday","Burjinder Dhanda","216-650-2311"
"40925","Warren Village Beverage","3330 Warren Rd","Cleveland","Cuyahoga County","44111","216-252-5080","Yes","GRN","Thursday","Weekly","Tuesday","Alpesh Patel","216-408-2600"
"40926","Kinsman Express Beverage","3230 E 93rd St","Cleveland","Cuyahoga County","44104","216-441-1810","-","GRN","Friday","Weekly","Wednesday","Courtney Talley","216-835-2874"
"40927","Dave's Supermarket","5100 Wilson Mills Rd","Richmond Heights","Cuyahoga County","44143","440-460-0900","-","GRN","Thursday","Weekly","Tuesday","David Guzzi","216-763-3199"
"40928","Shoreway Beverage","4169 Lake Rd","Sheffield Lake","Lorain County","44054","440-949-5150","Yes","GRN","Thursday","Weekly","Tuesday","Gary Pagano",""
"40929","Sapell's Food Basket","1314 W 117th St","Lakewood","Cuyahoga County","44107","216-529-1770","-","GRN","Tuesday","Weekly","Friday","John Wonkovich","216-905-6874"
"40930","State Road Beverage","4810 State Rd","Cleveland","Cuyahoga County","44109","216-351-9355","-","GRN","Wednesday","Weekly","Monday","Shiva R Peddapally","216-351-9355"
"40931","Greenlite Beverage & Liquor","18314 Euclid Ave","Cleveland","Cuyahoga County","44112","216-481-6227","-","GRN","Wednesday","Weekly","Monday","Wael Bounakad","216-650-6973"
"40932","Pat O'Brien's Fine Wines","30800 Pinetree Rd","Pepper Pike","Cuyahoga County","44124","216-831-8680","-","GRN","Friday","Weekly","Wednesday","Peter Bourlas","330-327-4692"
"40933","Giant Eagle","4343 E Royalton Rd","Broadview Heights","Cuyahoga County","44147","440-526-1547","Yes","GRN","Tuesday","Weekly","Friday","Alexander Wade","440-526-1547"
"40934","One Stop Liquor Agency","4071 Lee Rd","Cleveland","Cuyahoga County","44128","216-751-2581","Yes","GRN","Monday","Weekly","Thursday","Dhruvesh Patel","216-502-9900"
"40935","Royal Park Beverage","12770 Royalton Rd","North Royalton","Cuyahoga County","44133","440-582-8766","-","GRN","Monday","Weekly","Thursday","Amjad Soussou","440-503-3718"
"40936","Euclid Mini Mart","355 E 200th St","Euclid","Cuyahoga County","44119","216-481-8050","-","GRN","Thursday","Weekly","Tuesday","Al Patel","216-333-8595"
"40937","Giant Eagle","3050 W 117th St","Cleveland","Cuyahoga County","44111","216-941-5012","-","GRN","Wednesday","Weekly","Monday","Danny Handlovics","216-778-0475"
"40938","Nemo's Beverage","13609 Euclid Ave","East Cleveland","Cuyahoga County","44112","216-451-1811","-","GRN","Thursday","Weekly","Tuesday","Fayez Abboud","216-299-7899"
"40939","Fairport Harbor Beverage & Liquor","200 3rd St","Fairport Harbor","Lake County","44077","440-357-1750","Yes","GRN","Monday","Weekly","Thursday","Prajesh Patel","732-397-7301"
"40940","Bottle Stop","4417-4423 West 150th St","Cleveland","Cuyahoga County","44135","216-362-1141","Yes","GRN","Friday","Weekly","Wednesday","Yogeshkumar Patel","440-506-4370"
"40941","Dave's Supermarket","1929 E 61st St","Cleveland","Cuyahoga County","44103","216-881-5780","-","GRN","Tuesday","Weekly","Friday","Rosita Jamison","216-361-5130"
"40942","Barry's Liquor","5270 Transportation Blvd","Garfield Heights","Cuyahoga County","44125","216-475-6192","Yes","GRN","Tuesday","Weekly","Friday","BHARAT VASHI","216-798-7184"
"40943","Giant Eagle","15400 W High St","Middlefield","Geauga County","44062","440-632-1200","-","GRN","Friday","Weekly","Wednesday","Jennifer Packo","440-632-1200"
"40944","Downtown Liquor","1303 W 6th St","Cleveland","Cuyahoga County","44113","216-579-1313","Yes","GRN","Tuesday","Weekly","Friday","Danny Chedid","216-559-0607"
"40945","Mr. C'S Beverage","12611 Shaw Ave","Cleveland","Cuyahoga County","44108","216-451-8393","Yes","GRN","Thursday","Weekly","Tuesday","Miron Thomas","216-672-8384"
"40946","Giant Eagle","6079 Andrews Rd","Mentor-on-the-Lake","Lake County","44060","440-306-0025","Yes","GRN","Monday","Weekly","Thursday","christine iacofano","440-494-2982"
"40947","Mr. C'S II","5816 Superior Ave","Cleveland","Cuyahoga County","44103","216-862-5747","-","GRN","Tuesday","Weekly","Friday","Khushbu Patel",""
"40948","Rag's Wine And Beverage","4743 Oberlin Ave","Lorain","Lorain County","44053","440-282-5045","Yes","GRN","Tuesday","Weekly","Friday","Abhishek Mistry","440-282-5045"
"40949","One Stop Beverage","37565 Colorado Ave","Avon","Lorain County","44011","440-934-6141","-","GRN","Wednesday","Weekly","Monday","Gregory Karger","440-452-4226"
"40950","Apples","400 sheffield center","Lorain","Lorain County","44055","440-233-5461","Yes","GRN","Friday","Weekly","Wednesday","Jacob Sartin","440-830-8343"
"40951","Giant Eagle","31990 Walker Rd","Avon Lake","Lorain County","44012","440-933-5079","-","GRN","Thursday","Weekly","Tuesday","Melissa Beran","440-258-1478"
"40952","Lantern Beverage","122 N Chestnut St","Jefferson","Ashtabula County","44047","440-576-9225","Yes","GRN","Thursday","Weekly","Tuesday","Michael Tran","716-510-5740"
"40953","Key Beverage and Liquor","6542 Broadway Ave","Cleveland","Cuyahoga County","44105","216-883-1190","Yes","GRN","Monday","Weekly","Thursday","mirage patel","216-659-7896"
"40954","28th Street Supermarket","2747 Cedar Ave","Cleveland","Cuyahoga County","44115","216-771-2126","-","GRN","Tuesday","Weekly","Friday","Mohinder Bhela","216-280-4201"
"40955","Olmsted Bi-Rite","7070 Columbia Rd","Olmsted Falls","Cuyahoga County","44138","440-235-0474","-","GRN","Tuesday","Weekly","Friday","Sheila Patel",""
"40956","Apples Market","209 E Herrick Ave","Wellington","Lorain County","44090","440-647-2621","Yes","GRN","Monday","Weekly","Thursday","Amanda Hartman","440-647-2621"
"40957","Giant Eagle","7939 Day Dr","Cleveland","Cuyahoga County","44129","440-888-7316","-","GRN","Wednesday","Weekly","Monday","theresa havasi","216-310-2869"
"40958","Grumpy Grandpa's Git & Go","3270 State Rd","Ashtabula","Ashtabula County","44004","440-998-0700","Yes","GRN","Wednesday","Weekly","Monday","Michael Tran","716-510-5740"
"40960","Lagrange Drive Thru","212 S Center St","LaGrange","Lorain County","44050","440-355-6103","-","GRN","Tuesday","Weekly","Friday","Baljit Rai","216-544-4076"
"40961","The Vault Wine & Spirits","27700 Chardon Rd","Willoughby Hills","Lake County","44092","440-347-9830","-","GRN","Tuesday","Weekly","Friday","Sagar (Sunny) Patel","440-525-6414"
"40962","Grafton Crewsthru","795 Main St","Grafton","Lorain County","44044","440-926-3846","Yes","GRN","Tuesday","Weekly","Friday","Prit Patel","216-421-5324"
"40963","Giant Eagle Market District","15919 Pearl Rd","Strongsville","Cuyahoga County","44136","440-238-6432","Yes","GRN","Friday","Weekly","Wednesday","morgan Lewis","216-410-7088"
"40964","Wine Reserve Of Aurora","1029 N Aurora Rd","Aurora","Portage County","44202","330-562-1850","-","GRN","Wednesday","Weekly","Monday","Rachhpal Sandhu","330-348-4207"
"40965","Giant Eagle","4453 Liberty Ave","Vermilion","Lorain County","44089","440-967-2901","Yes","GRN","Friday","Weekly","Wednesday","Tammy Mohn","440-967-2901"
"40966","Giant Eagle","1201 Mentor Ave","Painesville","Lake County","44077","440-358-7782","-","GRN","Friday","Weekly","Wednesday","Joan Costanzo","440-478-9693"
"40967","Johnny's Carry Out & Wine Shop","12290 Leavitt Rd","Oberlin","Lorain County","44074","440-774-8215","Yes","GRN","Monday","Weekly","Thursday","Mandhir Rai",""
"40968","Giant Eagle","2201 Kresge Dr","Amherst","Lorain County","44001","440-960-9127","Yes","GRN","Friday","Weekly","Wednesday","Denise Alaimo","440-258-9715"
"40969","Giant Eagle Market District","34310 Aurora Rd","Solon","Cuyahoga County","44139","440-248-9923","Yes","GRN","Wednesday","Weekly","Monday","Jennifer Bonazza","440-248-4400"
"40970","Independence Beverage","7103 Brecksville Rd","Independence","Cuyahoga County","44131","216-524-4030","Yes","GRN","Monday","Weekly","Thursday","BHARAT VASHI","216-798-7184"
"40971","Avon Lake Deli & Carryout","33501 Lake Rd","Avon Lake","Lorain County","44012","440-933-3216","Yes","GRN","Tuesday","Weekly","Friday","Nehal Patel","440-610-4318"
"40972","Giant Eagle","351 Center St","Chardon","Geauga County","44024","440-286-2861","Yes","GRN","Monday","Weekly","Thursday","Michael Bounds","330-840-4402"
"40973","1 Stop Liquor and Beverage","11618 Buckeye Rd","Cleveland","Cuyahoga County","44120","216-421-9156","-","GRN","Tuesday","Weekly","Friday","Bharti Kansara",""
"40974","Giant Eagle","755 S Broadway","Geneva","Ashtabula County","44041","440-466-8988","Yes","GRN","Wednesday","Weekly","Monday","Tyler Piovarchy","440-409-1544"
"40975","Giant Eagle","4401 Mayfield Rd","South Euclid","Cuyahoga County","44121","216-382-2932","-","GRN","Tuesday","Weekly","Friday","Frank Vendely","216-339-3363"
"40976","Shoregate Beverage & Liquor","30498 Lakeshore Blvd","Willowick","Lake County","44095","440-944-2466","Yes","GRN","Thursday","Weekly","Tuesday","Hiren Patel",""
"40977","Golden Gate Beverage & Liquor","6105 Mayfield Rd","Mayfield Heights","Cuyahoga County","44124","440-442-7861","Yes","GRN","Monday","Weekly","Thursday","Vaishali Patel","912-484-1147"
"40978","Mookies","21700 Miles Rd","North Randall","Cuyahoga County","44128","216-587-6401","Yes","GRN","Tuesday","Weekly","Friday","Malek Abboud","216-632-0114"
"40979","Giant Eagle","825 Ambassador Dr","Wadsworth","Medina County","44281","330-334-0274","Yes","GRN","Thursday","Weekly","Tuesday","Joshua Higginbotham","330-858-6011"
"40980","Davis True Value Hardware","279 E Main St","Orwell","Ashtabula County","44076","440-437-6512","Yes","GRN","Wednesday","Weekly","Monday","Roger Smith","440-855-3549"
"40981","Giant Eagle","12692 W Geauga Plaza","Chesterland","Geauga County","44026","440-729-9587","-","GRN","Monday","Weekly","Thursday","Andrew Liptak","440-729-9587"
"40982","Washington St Beverage","182 E Washington St","Painesville","Lake County","44077","440-354-4601","Yes","GRN","Monday","Weekly","Thursday","John Gaghan","440-346-4918"
"40983","Buehler's","275 Forest Meadows Dr","Medina","Medina County","44256","330-723-0041","Yes","GRN","Monday","Weekly","Thursday","Bill Stevens",""
"40984","Giant Eagle","6556 N Ridge Rd","Madison","Lake County","44057","440-428-6256","Yes","GRN","Friday","Weekly","Wednesday","Melissa Wooten","440-428-1156"
"40985","Ross Wine and Liquor","360 W Bagley Rd","Berea","Cuyahoga County","44017","440-234-9463","Yes","GRN","Monday","Weekly","Thursday","Yogesh Patel","216-408-0950"
"40986","Broad Street Mini Mart","500 Broad St","Conneaut","Ashtabula County","44030","440-599-6551","Yes","GRN","Wednesday","Weekly","Monday","James Dombrowski","440-813-3221"
"40987","Giant Eagle","2390 W Prospect Rd","Ashtabula","Ashtabula County","44004","440-992-6881","Yes","GRN","Wednesday","Weekly","Monday","Gloria Daniels","440-862-4601"
"40988","Union Liquor","12408 Union Ave","Cleveland","Cuyahoga County","44105","216-752-1594","-","GRN","Monday","Weekly","Thursday","Rami Chalhoub","440-340-1534"
"40989","Simone's Beverage & Deli","18414 Detroit Ave","Lakewood","Cuyahoga County","44107","216-221-2221","Yes","GRN","Wednesday","Weekly","Monday","Simon Zkiab",""
"40990","Giant Eagle","5744 Transportation Blvd","Garfield Heights","Cuyahoga County","44125","216-865-4760","Yes","GRN","Wednesday","Weekly","Monday","Winfred Burton","216-333-0951"
"40991","Giant Eagle","6869 Southland Dr","Middleburg Heights","Cuyahoga County","44130","440-842-5078","Yes","GRN","Friday","Weekly","Wednesday","David Pelkey","216-551-1462"
"40992","Giant Eagle","27264 Lorain Rd","North Olmsted","Cuyahoga County","44070","440-617-5807","Yes","GRN","Tuesday","Weekly","Friday","Nicole Murray","440-227-3914"
"40993","Joe D's Beverage & Deli","5259 Wallings Rd","North Royalton","Cuyahoga County","44133","440-582-0014","Yes","GRN","Tuesday","Weekly","Friday","Tim McIntyre",""
"40994","Minotti's Rocky River Wine Shop","19831 Detroit Rd","Rocky River","Cuyahoga County","44116","440-333-4095","Yes","GRN","Wednesday","Weekly","Monday","Joseph Minotti","440-823-4181"
"40995","Giant Eagle","22080 Center Ridge Rd","Rocky River","Cuyahoga County","44116","440-333-5209","Yes","GRN","Wednesday","Weekly","Monday","Bernard Chambers","216-456-6786"
"40997","Oakwood Deli & Liquor","25911 Broadway Ave","Bedford","Cuyahoga County","44146","440-232-0780","Yes","GRN","Monday","Weekly","Thursday","Pardeep Rai","216-799-5015"
